Mod:Item:MetaData, Localized Name
nuclearcraft:solid_fission_sink:6, Glowstone Fission Heat Sink
nuclearcraft:solid_fission_sink:7, Lapis Fission Heat Sink
nuclearcraft:solid_fission_sink:8, Gold Fission Heat Sink
nuclearcraft:solid_fission_sink:9, Prismarine Fission Heat Sink
nuclearcraft:solid_fission_sink:10, Slime Fission Heat Sink
nuclearcraft:solid_fission_sink:11, End Stone Fission Heat Sink
nuclearcraft:solid_fission_sink:12, Purpur Fission Heat Sink
nuclearcraft:solid_fission_sink:13, Diamond Fission Heat Sink
nuclearcraft:solid_fission_sink:14, Emerald Fission Heat Sink
nuclearcraft:solid_fission_sink:15, Copper Fission Heat Sink
nuclearcraft:solid_fission_sink2:0, Tin Fission Heat Sink
nuclearcraft:solid_fission_sink2:1, Lead Fission Heat Sink
nuclearcraft:solid_fission_sink2:2, Boron Fission Heat Sink
nuclearcraft:solid_fission_sink2:3, Lithium Fission Heat Sink
nuclearcraft:solid_fission_sink2:4, Magnesium Fission Heat Sink
nuclearcraft:solid_fission_sink2:5, Manganese Fission Heat Sink
nuclearcraft:solid_fission_sink2:6, Aluminum Fission Heat Sink
nuclearcraft:solid_fission_sink2:7, Silver Fission Heat Sink
nuclearcraft:solid_fission_sink2:8, Fluorite Fission Heat Sink
nuclearcraft:solid_fission_sink2:9, Villiaumite Fission Heat Sink
nuclearcraft:solid_fission_sink2:10, Carobbiite Fission Heat Sink
nuclearcraft:solid_fission_sink2:11, Arsenic Fission Heat Sink
nuclearcraft:solid_fission_sink2:12, Liquid Nitrogen Fission Heat Sink
nuclearcraft:solid_fission_sink2:13, Liquid Helium Fission Heat Sink
nuclearcraft:solid_fission_sink2:14, Enderium Fission Heat Sink
nuclearcraft:solid_fission_sink2:15, Cryotheum Fission Heat Sink
nuclearcraft:salt_fission_controller, Molten Salt Fission Controller
nuclearcraft:salt_fission_vessel, Fission Fuel Vessel
nuclearcraft:salt_fission_heater:0, Standard Fission Coolant Heater
nuclearcraft:salt_fission_heater:1, Iron Fission Coolant Heater
nuclearcraft:salt_fission_heater:2, Redstone Fission Coolant Heater
nuclearcraft:salt_fission_heater:3, Quartz Fission Coolant Heater
nuclearcraft:salt_fission_heater:4, Obsidian Fission Coolant Heater
nuclearcraft:salt_fission_heater:5, Nether Brick Fission Coolant Heater
nuclearcraft:salt_fission_heater:6, Glowstone Fission Coolant Heater
nuclearcraft:salt_fission_heater:7, Lapis Fission Coolant Heater
nuclearcraft:salt_fission_heater:8, Gold Fission Coolant Heater
nuclearcraft:salt_fission_heater:9, Prismarine Fission Coolant Heater
nuclearcraft:salt_fission_heater:10, Slime Fission Coolant Heater
nuclearcraft:salt_fission_heater:11, End Stone Fission Coolant Heater
nuclearcraft:salt_fission_heater:12, Purpur Fission Coolant Heater
nuclearcraft:salt_fission_heater:13, Diamond Fission Coolant Heater
nuclearcraft:salt_fission_heater:14, Emerald Fission Coolant Heater
nuclearcraft:salt_fission_heater:15, Copper Fission Coolant Heater
nuclearcraft:salt_fission_heater2:0, Tin Fission Coolant Heater
nuclearcraft:salt_fission_heater2:1, Lead Fission Coolant Heater
nuclearcraft:salt_fission_heater2:2, Boron Fission Coolant Heater
nuclearcraft:salt_fission_heater2:3, Lithium Fission Coolant Heater
nuclearcraft:salt_fission_heater2:4, Magnesium Fission Coolant Heater
nuclearcraft:salt_fission_heater2:5, Manganese Fission Coolant Heater
nuclearcraft:salt_fission_heater2:6, Aluminum Fission Coolant Heater
nuclearcraft:salt_fission_heater2:7, Silver Fission Coolant Heater
nuclearcraft:salt_fission_heater2:8, Fluorite Fission Coolant Heater
nuclearcraft:salt_fission_heater2:9, Villiaumite Fission Coolant Heater
nuclearcraft:salt_fission_heater2:10, Carobbiite Fission Coolant Heater
nuclearcraft:salt_fission_heater2:11, Arsenic Fission Coolant Heater
nuclearcraft:salt_fission_heater2:12, Liquid Nitrogen Fission Coolant Heater
nuclearcraft:salt_fission_heater2:13, Liquid Helium Fission Coolant Heater
nuclearcraft:salt_fission_heater2:14, Enderium Fission Coolant Heater
nuclearcraft:salt_fission_heater2:15, Cryotheum Fission Coolant Heater
nuclearcraft:heat_exchanger_controller, Heat Exchanger Controller
nuclearcraft:condenser_controller, Condenser Controller
nuclearcraft:heat_exchanger_casing, Heat Exchanger Casing
nuclearcraft:heat_exchanger_glass, Heat Exchanger Glass
nuclearcraft:heat_exchanger_inlet, Heat Exchanger Fluid Inlet
nuclearcraft:heat_exchanger_outlet, Heat Exchanger Fluid Outlet
nuclearcraft:heat_exchanger_tube_copper, Copper Heat Exchanger Tube
nuclearcraft:heat_exchanger_tube_hard_carbon, Hard Carbon Heat Exchanger Tube
nuclearcraft:heat_exchanger_tube_thermoconducting, Thermoconducting Alloy Heat Exchanger Tube
nuclearcraft:heat_exchanger_baffle, Heat Exchanger Shell Baffle
nuclearcraft:heat_exchanger_redstone_port, Heat Exchanger Redstone Port
nuclearcraft:heat_exchanger_computer_port, Heat Exchanger Computer Port
nuclearcraft:turbine_controller, Turbine Controller
nuclearcraft:turbine_casing, Turbine Casing
nuclearcraft:turbine_glass, Turbine Glass
nuclearcraft:turbine_rotor_shaft, Turbine Rotor Shaft
nuclearcraft:turbine_rotor_blade_steel, Steel Turbine Rotor Blade
nuclearcraft:turbine_rotor_blade_extreme, Extreme Alloy Turbine Rotor Blade
nuclearcraft:turbine_rotor_blade_sic_sic_cmc, SiC-SiC CMC Turbine Rotor Blade
nuclearcraft:turbine_rotor_stator, Standard Turbine Rotor Stator
nuclearcraft:turbine_rotor_bearing, Turbine Rotor Bearing
nuclearcraft:turbine_dynamo_coil:0, Magnesium Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:1, Beryllium Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:2, Aluminum Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:3, Gold Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:4, Copper Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:5, Silver Turbine Dynamo Coil
nuclearcraft:turbine_coil_connector, Turbine Dynamo Coil Connector
nuclearcraft:turbine_inlet, Turbine Fluid Inlet
nuclearcraft:turbine_outlet, Turbine Fluid Outlet
nuclearcraft:turbine_redstone_port, Turbine Redstone Port
nuclearcraft:turbine_computer_port, Turbine Computer Port
nuclearcraft:cobblestone_generator, Cobblestone Generator
nuclearcraft:cobblestone_generator_compact, Compact Cobblestone Generator
nuclearcraft:cobblestone_generator_dense, Dense Cobblestone Generator
nuclearcraft:water_source, Infinite Water Source
nuclearcraft:water_source_compact, Compact Infinite Water Source
nuclearcraft:water_source_dense, Dense Infinite Water Source
nuclearcraft:nitrogen_collector, Nitrogen Collector
nuclearcraft:nitrogen_collector_compact, Compact Nitrogen Collector
nuclearcraft:nitrogen_collector_dense, Dense Nitrogen Collector
nuclearcraft:radiation_scrubber, Radiation Scrubber
nuclearcraft:geiger_block, Geiger Counter Block
nuclearcraft:glowing_mushroom, Glowing Mushroom
nuclearcraft:glowing_mushroom_block, Glowing Mushroom Block
nuclearcraft:wasteland_earth, Wasteland Earth
nuclearcraft:wasteland_portal, Wasteland Portal
nuclearcraft:tritium_lamp, Tritium Lamp
nuclearcraft:solidified_corium, Solidified Corium
nuclearcraft:quantum_computer_controller, Quantum Computer Controller
nuclearcraft:quantum_computer_qubit, Quantum Computer Qubit
nuclearcraft:quantum_computer_gate_single:0, Quantum Computer Pauli-X Gate
nuclearcraft:quantum_computer_gate_single:1, Quantum Computer Pauli-Y Gate
nuclearcraft:quantum_computer_gate_single:2, Quantum Computer Pauli-Z Gate
nuclearcraft:quantum_computer_gate_single:3, Quantum Computer Hadamard Gate
nuclearcraft:quantum_computer_gate_single:4, Quantum Computer S Gate
nuclearcraft:quantum_computer_gate_single:5, Quantum Computer Inverse S Gate
nuclearcraft:quantum_computer_gate_single:6, Quantum Computer T Gate
nuclearcraft:quantum_computer_gate_single:7, Quantum Computer Inverse T Gate
nuclearcraft:quantum_computer_gate_single:8, Quantum Computer Phase Gate
nuclearcraft:quantum_computer_gate_single:9, Quantum Computer X-Rotation Gate
nuclearcraft:quantum_computer_gate_single:10, Quantum Computer Y-Rotation Gate
nuclearcraft:quantum_computer_gate_single:11, Quantum Computer Z-Rotation Gate
nuclearcraft:quantum_computer_gate_control:0, Quantum Computer Controlled Pauli-X Gate
nuclearcraft:quantum_computer_gate_control:1, Quantum Computer Controlled Pauli-Y Gate
nuclearcraft:quantum_computer_gate_control:2, Quantum Computer Controlled Pauli-Z Gate
nuclearcraft:quantum_computer_gate_control:3, Quantum Computer Controlled Hadamard Gate
nuclearcraft:quantum_computer_gate_control:4, Quantum Computer Controlled S Gate
nuclearcraft:quantum_computer_gate_control:5, Quantum Computer Controlled Inverse S Gate
nuclearcraft:quantum_computer_gate_control:6, Quantum Computer Controlled T Gate
nuclearcraft:quantum_computer_gate_control:7, Quantum Computer Controlled Inverse T Gate
nuclearcraft:quantum_computer_gate_control:8, Quantum Computer Controlled Phase Gate
nuclearcraft:quantum_computer_gate_control:9, Quantum Computer Controlled X-Rotation Gate
nuclearcraft:quantum_computer_gate_control:10, Quantum Computer Controlled Y-Rotation Gate
nuclearcraft:quantum_computer_gate_control:11, Quantum Computer Controlled Z-Rotation Gate
nuclearcraft:quantum_computer_gate_swap:0, Quantum Computer Swap Gate
nuclearcraft:quantum_computer_gate_swap:1, Quantum Computer Controlled Swap Gate
nuclearcraft:quantum_computer_connector, Quantum Computer Connector
nuclearcraft:quantum_computer_port, Quantum Computer Port
nuclearcraft:quantum_computer_code_generator:0, Quantum Computer QASM Code Generator
nuclearcraft:quantum_computer_code_generator:1, Quantum Computer Qiskit Code Generator
nuclearcraft:ingot:0, Copper Ingot
nuclearcraft:ingot:1, Tin Ingot
nuclearcraft:ingot:2, Lead Ingot
nuclearcraft:ingot:3, Thorium Ingot
nuclearcraft:ingot:4, Uranium Ingot
nuclearcraft:ingot:5, Boron Ingot
nuclearcraft:ingot:6, Lithium Ingot
nuclearcraft:ingot:7, Magnesium Ingot
nuclearcraft:ingot:8, Graphite Ingot
nuclearcraft:ingot:9, Beryllium Ingot
nuclearcraft:ingot:10, Zirconium Ingot
nuclearcraft:ingot:11, Manganese Ingot
nuclearcraft:ingot:12, Aluminum Ingot
nuclearcraft:ingot:13, Silver Ingot
nuclearcraft:ingot:14, Manganese Oxide Ingot
nuclearcraft:ingot:15, Manganese Dioxide Ingot
nuclearcraft:ingot2:0, Zirconia Ingot
nuclearcraft:ingot2:1, Palladium Ingot
nuclearcraft:ingot2:2, Tin Oxide Ingot
nuclearcraft:ingot2:3, Nickel Oxide Ingot
nuclearcraft:ingot2:4, Cobalt Oxide Ingot
nuclearcraft:ingot2:5, Ruthenium Oxide Ingot
nuclearcraft:ingot2:6, Iridium Oxide Ingot
nuclearcraft:ingot2:7, Holmium Ingot
nuclearcraft:ingot2:8, Dysprosium Ingot
nuclearcraft:ingot2:9, Gadolinium Ingot
nuclearcraft:dust:0, Copper Dust
nuclearcraft:dust:1, Tin Dust
nuclearcraft:dust:2, Lead Dust
nuclearcraft:dust:3, Thorium Dust
nuclearcraft:dust:4, Uranium Dust
nuclearcraft:dust:5, Boron Dust
nuclearcraft:dust:6, Lithium Dust
nuclearcraft:dust:7, Magnesium Dust
nuclearcraft:dust:8, Graphite Dust
nuclearcraft:dust:9, Beryllium Dust
nuclearcraft:dust:10, Zirconium Dust
nuclearcraft:dust:11, Manganese Dust
nuclearcraft:dust:12, Aluminum Dust
nuclearcraft:dust:13, Silver Dust
nuclearcraft:dust:14, Manganese Oxide Dust
nuclearcraft:dust:15, Manganese Dioxide Dust
nuclearcraft:dust2:0, Zirconia Dust
nuclearcraft:dust2:1, Palladium Dust
nuclearcraft:dust2:2, Tin Oxide Dust
nuclearcraft:dust2:3, Nickel Oxide Dust
nuclearcraft:dust2:4, Cobalt Oxide Dust
nuclearcraft:dust2:5, Ruthenium Oxide Dust
nuclearcraft:dust2:6, Iridium Oxide Dust
nuclearcraft:dust2:7, Holmium Dust
nuclearcraft:dust2:8, Dysprosium Dust
nuclearcraft:dust2:9, Gadolinium Dust
nuclearcraft:gem:0, Rhodochrosite
nuclearcraft:gem:1, Cubic Boron Nitride
nuclearcraft:gem:2, Fluorite
nuclearcraft:gem:3, Villiaumite
nuclearcraft:gem:4, Carobbiite
nuclearcraft:gem:5, Boron Arsenide
nuclearcraft:gem:6, Silicon
nuclearcraft:gem_dust:0, Crushed Diamond
nuclearcraft:gem_dust:1, Crushed Rhodochrosite
nuclearcraft:gem_dust:2, Crushed Quartz
nuclearcraft:gem_dust:3, Crushed Obsidian
nuclearcraft:gem_dust:4, Hexagonal Boron Nitride
nuclearcraft:gem_dust:5, Crushed Fluorite
nuclearcraft:gem_dust:6, Sulfur
nuclearcraft:gem_dust:7, Crushed Coal
nuclearcraft:gem_dust:8, Crushed Villiaumite
nuclearcraft:gem_dust:9, Crushed Carobbiite
nuclearcraft:gem_dust:10, Crushed Arsenic
nuclearcraft:gem_dust:11, Crushed End Stone
nuclearcraft:gem_dust:12, Crushed Barite
nuclearcraft:gem_dust:13, Crushed Nichromite
nuclearcraft:gem_dust:14, Crushed Dysprholminite
nuclearcraft:alloy:0, Bronze Ingot
nuclearcraft:alloy:1, Tough Alloy Ingot
nuclearcraft:alloy:2, Hard Carbon Alloy Ingot
nuclearcraft:alloy:3, Magnesium Diboride Alloy Ingot
nuclearcraft:alloy:4, Lithium Manganese Dioxide Alloy Ingot
nuclearcraft:alloy:5, Steel Ingot
nuclearcraft:alloy:6, Ferroboron Alloy Ingot
nuclearcraft:alloy:7, Shibuichi Alloy Ingot
nuclearcraft:alloy:8, Tin Silver Alloy Ingot
nuclearcraft:alloy:9, Lead Platinum Alloy Ingot
nuclearcraft:alloy:10, Extreme Alloy Ingot
nuclearcraft:alloy:11, Thermoconducting Alloy Ingot
nuclearcraft:alloy:12, Zircaloy Ingot
nuclearcraft:alloy:13, Silicon Carbide Ingot
nuclearcraft:alloy:14, SiC-SiC Ceramic Matrix Composite Ingot
nuclearcraft:alloy:15, HSLA Steel Ingot
nuclearcraft:alloy:16, Zirconium-Molybdenum Alloy Ingot
nuclearcraft:alloy:17, Hastelloy Ingot
nuclearcraft:alloy:18, Samarium Ingot
nuclearcraft:compound:0, Calcium Sulfate
nuclearcraft:compound:1, Crystal Binder
nuclearcraft:compound:2, Energetic Blend
nuclearcraft:compound:3, Sodium Fluoride
nuclearcraft:compound:4, Potassium Fluoride
nuclearcraft:compound:5, Sodium Hydroxide
nuclearcraft:compound:6, Potassium Hydroxide
nuclearcraft:compound:7, Borax
nuclearcraft:compound:8, Irradiated Borax
nuclearcraft:compound:9, Dimensional Blend
nuclearcraft:compound:10, Carbon-Manganese Blend
nuclearcraft:compound:11, Alugentum Dust
nuclearcraft:compound:12, Ammonium Sulfate
nuclearcraft:compound:13, Ammonium Bisulfate
nuclearcraft:compound:14, Ammonium Persulfate
nuclearcraft:compound:15, Hydroquinone
nuclearcraft:compound:16, Sodium Hydroquinone
nuclearcraft:compound:17, Potassium Hydroquinone
nuclearcraft:compound:18, Barium Sulfide
nuclearcraft:compound:19, Silica
nuclearcraft:part:0, Basic Plating
nuclearcraft:part:1, Advanced Plating
nuclearcraft:part:2, DU Plating
nuclearcraft:part:3, Elite Plating
nuclearcraft:part:4, Copper Solenoid
nuclearcraft:part:5, Magnesium Diboride Solenoid
nuclearcraft:part:6, Bioplastic
nuclearcraft:part:7, Servomechanism
nuclearcraft:part:8, Electric Motor
nuclearcraft:part:9, Linear Actuator
nuclearcraft:part:10, Machine Chassis
nuclearcraft:part:11, Empty Frame
nuclearcraft:part:12, Steel Chassis
nuclearcraft:part:13, Silicon Carbide Fiber
nuclearcraft:part:14, Empty Heat Sink
nuclearcraft:part:15, Pyrolytic Carbon
nuclearcraft:part:16, Sintered Steel
nuclearcraft:part:17, Sintered Zirconia
nuclearcraft:part:18, Polyethersulfone
nuclearcraft:part:19, Zirfon
nuclearcraft:part:20, Polytetrafluoroethylene
nuclearcraft:part:21, Polydimethylsilylene
nuclearcraft:part:22, Polymethylsilylene-Methylene
nuclearcraft:part:23, Empty Gas Cooler
nuclearcraft:part:24, Empty Gas Cooler Port
nuclearcraft:upgrade:0, Speed Upgrade
nuclearcraft:upgrade:1, Energy Upgrade
nuclearcraft:fission_dust:0, Bismuth Dust
nuclearcraft:fission_dust:1, Radium Dust
nuclearcraft:fission_dust:2, Polonium Dust
nuclearcraft:fission_dust:3, Protactinium-Enriched Thorium Dust
nuclearcraft:fission_dust:4, Protactinium-233 Dust
nuclearcraft:fission_dust:5, Strontium-90 Dust
nuclearcraft:fission_dust:6, Molybdenum Dust
nuclearcraft:fission_dust:7, Ruthenium-106 Dust
nuclearcraft:fission_dust:8, Caesium-137 Dust
nuclearcraft:fission_dust:9, Promethium-147 Dust
nuclearcraft:fission_dust:10, Europium-155 Dust
nuclearcraft:uranium:0, Uranium-233
nuclearcraft:uranium:1, Uranium-233 Carbide
nuclearcraft:uranium:2, Uranium-233 Oxide
nuclearcraft:uranium:3, Uranium-233 Nitride
nuclearcraft:uranium:4, Uranium-233-Zirconium Alloy
nuclearcraft:uranium:5, Uranium-235
nuclearcraft:uranium:6, Uranium-235 Carbide
nuclearcraft:uranium:7, Uranium-235 Oxide
nuclearcraft:uranium:8, Uranium-235 Nitride
nuclearcraft:uranium:9, Uranium-235-Zirconium Alloy
nuclearcraft:uranium:10, Uranium-238
nuclearcraft:uranium:11, Uranium-238 Carbide
nuclearcraft:uranium:12, Uranium-238 Oxide
nuclearcraft:uranium:13, Uranium-238 Nitride
nuclearcraft:uranium:14, Uranium-238-Zirconium Alloy
nuclearcraft:neptunium:0, Neptunium-236
nuclearcraft:neptunium:1, Neptunium-236 Carbide
nuclearcraft:neptunium:2, Neptunium-236 Oxide
nuclearcraft:neptunium:3, Neptunium-236 Nitride
nuclearcraft:neptunium:4, Neptunium-236-Zirconium Alloy
nuclearcraft:neptunium:5, Neptunium-237
nuclearcraft:neptunium:6, Neptunium-237 Carbide
nuclearcraft:neptunium:7, Neptunium-237 Oxide
nuclearcraft:neptunium:8, Neptunium-237 Nitride
nuclearcraft:neptunium:9, Neptunium-237-Zirconium Alloy
nuclearcraft:plutonium:0, Plutonium-238
nuclearcraft:plutonium:1, Plutonium-238 Carbide
nuclearcraft:plutonium:2, Plutonium-238 Oxide
nuclearcraft:plutonium:3, Plutonium-238 Nitride
nuclearcraft:plutonium:4, Plutonium-238-Zirconium Alloy
nuclearcraft:plutonium:5, Plutonium-239
nuclearcraft:plutonium:6, Plutonium-239 Carbide
nuclearcraft:plutonium:7, Plutonium-239 Oxide
nuclearcraft:plutonium:8, Plutonium-239 Nitride
nuclearcraft:plutonium:9, Plutonium-239-Zirconium Alloy
nuclearcraft:plutonium:10, Plutonium-241
nuclearcraft:plutonium:11, Plutonium-241 Carbide
nuclearcraft:plutonium:12, Plutonium-241 Oxide
nuclearcraft:plutonium:13, Plutonium-241 Nitride
nuclearcraft:plutonium:14, Plutonium-241-Zirconium Alloy
nuclearcraft:plutonium:15, Plutonium-242
nuclearcraft:plutonium:16, Plutonium-242 Carbide
nuclearcraft:plutonium:17, Plutonium-242 Oxide
nuclearcraft:plutonium:18, Plutonium-242 Nitride
nuclearcraft:plutonium:19, Plutonium-242-Zirconium Alloy
nuclearcraft:americium:0, Americium-241
nuclearcraft:americium:1, Americium-241 Carbide
nuclearcraft:americium:2, Americium-241 Oxide
nuclearcraft:americium:3, Americium-241 Nitride
nuclearcraft:americium:4, Americium-241-Zirconium Alloy
nuclearcraft:americium:5, Americium-242
nuclearcraft:americium:6, Americium-242 Carbide
nuclearcraft:americium:7, Americium-242 Oxide
nuclearcraft:americium:8, Americium-242 Nitride
nuclearcraft:americium:9, Americium-242-Zirconium Alloy
nuclearcraft:americium:10, Americium-243
nuclearcraft:americium:11, Americium-243 Carbide
nuclearcraft:americium:12, Americium-243 Oxide
nuclearcraft:americium:13, Americium-243 Nitride
nuclearcraft:americium:14, Americium-243-Zirconium Alloy
nuclearcraft:curium:0, Curium-243
nuclearcraft:curium:1, Curium-243 Carbide
nuclearcraft:curium:2, Curium-243 Oxide
nuclearcraft:curium:3, Curium-243 Nitride
